Job Title,Job Description
Cloud Engineer,"Summary of Position:

Purpose of the role is to implement development and operations work for Data and Analytics Platforms at Alcon.

Design the AWS Cloud Architecture/solution considering security governance, application hosting, data management, high availability. Collaborate with software developers, system operators and other IT staff members to manage code releases. Cross and merge the barriers that exist between software development, testing, operations teams, and keep existing infrastructure in mind as they design, plan and test







Alcon is aware of employment scams which make false use of our company name or leader’s names to defraud job seekers. Alcon does not offer any positions without interview and never asks candidates for money. All our current job openings are displayed here on the Careers section of our website, where you can search for open positions and apply directly.

If you have encountered a job posting or been approached with a job offer that you suspect may be fraudulent, we strongly recommend you do not respond, send money or personal information, and check our website for current job openings.

Alcon is an Equal Opportunity Employer and takes pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity, marital status, disability, or any other reason."
Cloud Engineer,"Introduction

Our goal at Pivotree is to help accelerate the future of frictionless commerce. We will help lead this change over the next decade because we believe a future where technology is embedded intimately into all aspects of our everyday lives can benefit everyone and will shape the interactions with the brands we love. We will help shape the future of frictionless commerce by working together with some of the best brands in the world and some of the best people in the industry to leverage converging technologies that will make it possible to accelerate frictionless commerce faster than ever.

Pivotree provides services focused on the design, implementation, management, and maintenance of complex ecommerce solutions for large enterprises. We provide the technical skills necessary to enable the effective use of technologies combined with the business context to leverage a solution to solve our clients' business challenges. We strive to fill the gaps in available technology with our own IP to reduce the barriers to adoption.We enable inclusive, immersive and highly personalized experiences for our clients and their customers.

We build our products with a view to productizing and scaling technology to lower the costs and reduce the risks of implementing and managing our integrated solutions. Each of our solutions starts with reliable and reputable e-commerce and MDM platforms, which run on enterprise grade infrastructure that are customized to meet a variety of client needs, situations, and budgets. Over the next 10 years we will add new categories and capabilities that will define frictionless commerce ecosystems.

This is a journey of technology acceleration combined with consumer readiness and adoption.We are looking for people capable of adapting relentlessly to the rapidly evolving world around us.


Pivotree’s Service Delivery team is searching for a Cloud Operations Engineer who is highly motivated, collaborative with an entrepreneurial spirit. You will be a key member of our technology operations, making important technical decisions that will shape the company's future. You will oversee all aspects of our on-prem and cloud-based infrastructure. You will join a skilled and motivated operational organization building the future mode of operations for Pivotree.








Apply Now"
Cloud Engineer,"At Pitney Bowes, we do the right thing, the right way. As a member of our team, you can too.

We have amazing people who are the driving force, the inspiration and foundation of our company. Our thriving culture can be broken down into four components:





We are seeking a Cloud and Automation Engineer for our internal cloud environment that is primary running on VMWare. The ideal candidate will have a proven history of work with VxRail hyper converged infrastructure-based Cloud solutions. VxRail design, testing and implementation of VMware Cloud foundation. They will have a working knowledge of working on an Agile team. The candidate will work with internal self-hosted cloud technologies & public cloud providers. They will design and deliver, fit for purpose infrastructure & solutions to meet business needs and automated self service solutions to address complex engineering needs.



Develop clear, thorough functional design specifications for the VMware Platform

Design highly reliable and scalable VxRail based Hyper converged infrastructure (HCI) technology solutions

Act as SME for VxRail, VMware Cloud Foundation and DELL EMC Data Center technologies and VMware Virtualization.

Proficient experience in discovery, planning, designing, and implementing services of VMware Cloud Foundation (VCF), NSX-T and vSphere

Design Policy and Configuration of VMware virtual storage area network (vSAN)

Evaluate new tools and techniques being able to understand their value and impact.

Assure technical skills are up to date and track new technologies, understanding how they might benefit the IT team and wider PB.

Introduce automation to all aspects of development and testing.



5 + years of professional VMWare experience

5 + years experience working in a technical environment, automating Infrastructure & software solutions.

5 + years experience of designing delivering a large multi-region private cloud

Experience with cloud migration planning and execution

5 + years experience of leveraging AWS services

Previous experience at designing solutions for large complex global organisations



Automation tool knowledge – Puppet, Terraform and AWS Cloud formation

Monitoring – public & private cloud

Public cloud security frameworks

VMware Certified to VCAP-DCA level



Pitney Bowes is an equal opportunity employer that values diversity and inclusiveness in the workplace.

All interested individuals must apply online."
Cloud Engineer,"About Your Role

As a DevOps Engineer at annalise.ai , your day-to-day will involve helping us to set the bar for quality in developing cutting edge solutions with strong design principles. You will be given the opportunity to work on exciting greenfield projects using a variety of technologies as we continue developing new products from the ground up.

Our DevOps Engineers work in dynamic development teams, collaborating with Solution Architects, Software Engineers, AI Engineers, Security Engineers, Integration/Test Engineers and others."
Cloud Engineer,"Job Title:

Cloud Operations Engineer

Role Overview:

This role is a Cloud Production Operations engineer for commercial cloud-native solutions, deployed and managed in public cloud environments like AWS.

You will be part of a 24x7 team that is responsible for Trellix Cloud Services that enable protection at the endpoint products on a continuous basis.

Responsibilities of this role include supporting Cloud service measurement, monitoring, and reporting. You will input into improving overall operational quality through common practices and by working with engineering, QA, and product DevOps teams.

You will also be responsible for supporting efforts that improve operational performance and availability of Trellix Production environments.

You will have access to the latest tools and technology, and an incredible career path with the world’s cyber security leader. If successful, you will have the opportunity to immerse yourself within complex and demanding deployment architectures and see the “big picture” all while helping to drive continuous improvement in all aspects of a dynamic and high-performing engineering organization.

Come to Trellix and make a global impact!

Your duties will include but may not be limited to the following:


This position is an integral part of Trellix, recently created from the McAfee Enterprise's acquisition of FireEye. Trellix and its team members are committed to keeping governments and enterprises safe.

This is a fantastic opportunity for an ambitious Cloud Operations Engineer to take ownership, learn and become an SME (Subject Matter Expert) on our cloud solutions and drive continuous improvements which are critical to the Trellix business.






We work hard to embrace diversity and inclusion and encourage everyone to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.


We're serious about our commitment to diversity which is why we prohibit discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status."
Cloud Engineer,"Join us as a leader in a high visibility position to craft our product and technical strategy as we begin building the industry leading blockchain-based marketing platform.

DropYacht is a newly funded blockchain-based marketing platform. The 60M+ users in the Web3 ecosystem represent over $1 trillion in value and are currently not served on the blockchain by advertisers.

We raised $3M in seed funding in Sept 2022 from multi-billion dollar funds like Mayfield, Jackson Square Ventures, Lemniscap, Shakti, Aperiam, and Silicon Valley execs who believe in the future of Web3 marketing.

As an early-stage startup, we're looking for early partners with the commitment and conviction to define the future of this company. Our three technical co-founders have experience working both in large enterprises and small startups, and we maintain a culture of experience, respect, and inclusivity.

Bonus points if you have experience at a marketing automation or customer engagement platform company.

We prefer candidates who have:"
Cloud Engineer,"NTT is a leading global IT solutions and services organisation that brings together people, data and things to create a better and more sustainable future.

In today’s ‘iNTTerconnected’ world, connections matter more now than ever. By bringing together talented people, world-class technology partners and emerging innovators, we help our clients solve some of the world’s most significant technological, business and societal challenges.

With people at the heart of our success, NTT is committed to attracting and growing the best talent and providing an environment where everyone feels they can belong and their contribution matters.


The Engineering function is responsible for all engineering activities within a firm to ensure that business objectives are met. Includes the creation, development, design, and improvement of products, equipment, facilities, services, standards, and procedures in all engineering fields. The DevOps area is responsible for creating combined software development and IT operations practices which shorten the systems delivery life cycle and provide a continuous delivery platform. area complements the efficiencies of Agile software development methods. The Multi-Focus attribute is typically reserved for roles that either: (1) are fully described by their area or function description; or (2) span multiple disciplines, products, or focuses of expertise. This job family is in the professional level category and works independently with flexibility and authority over daily work priorities. Incumbents in this job level category may provide work direction to other employees but would not typically have the authority to discipline or reward other employees. There are different levels available that provide clarity on contribution expectations based on knowledge, application, problem solving, and collaboration.


The DevOps Engineer consults with internal clients about the software technology environment with medium to high complexity. They translate business requirements into technology terms and develop more complex algorithms and programming code for software solutions. The primary objective of the DevOps Engineer is to design, test, implement and maintain software code that enables computer systems to perform specific tasks. They assist with determining how technology can be applied to meet client needs.

The individual in this role will participate in the planning, design, build, test, and implementation of the assigned enterprise applications and/or systems. They will be required to perform most of the tasks defined in the planned agile epic workload or the project, gathering facts, analyzing client requirements, and then designing, building, and supporting solutions that demonstrate the functionality to support the findings."
Cloud Engineer,"We are looking for a experienced DevOps & Automation Engineer in Noida. Does this sound like a good role for you?.

Job Description
Be responsible for the ongoing growth and stability of the infrastructure as we continue to add and develop new tools and services."
Cloud Engineer,"Job Description

Responsibilities :

Deploy updates and fixes, and provide Level 2 technical support



(ref:hirist.com)"
Cloud Engineer,"Location - Pune
Job Role - DevOps Engineer

Requirement





CrelioHealth (formerly LiveHealth) is an IT product company in the Health care domain. We are an almost decade-old IT product organisation.

We are a flourishing, Open & Flexi culture organisation with a youthful team.

We are a group of young enthusiasts who are passionate about building the best line of products in healthcare diagnostics. Our product is LIMS & CRM used for Pathology Labs & Hospitals.



- https://creliohealth.in/

We are voted as #14 rank in G2’s List of Best Software Sellers for 2021.CrelioHealth (formerly LiveHealth) is a cloud-based LIS and RIS solution that enables Laboratory staff, doctors, and patients to easily access and manage medical information using the same platform. Find out more at https://creliohealth.com/ or get updates on https://blog.creliohealth.in CrelioHealth for Diagnostics

Blog - CrelioHealth for Diagnostics"
Cloud Engineer,"Key Responsibilities

Act as the lead engineer on large or complex client deploy projects

Act as the lead engineer on product engineering projects to further develop our service

Provide AWS subject matter expertise advice and assistance to pre-sales architects

Installation, configuration, and ongoing management of O/S and AWS services.

Implementing and maintaining custom client machine images and centralised configuration management to enable quick repeatable builds and auto-scaling.

Maintaining high availability through proactive measures.

Troubleshooting and resolving complex technical issues.

Ensuring clients & partners are updated on current status of work and issues.

Raise, investigate and resolve problems and known errors in line with the problem management process.

Ability and willingness to proactively improve ways of working, automation and processes via our continual improvement Kanban board.

Partake in an oncall rota to provide 24x7 4th line support for Ensono’s AWS clients.

Proactively keep up to date on AWS services and developments.

Buddy new members of the team and train other teams

Act as team leader and technical escalation point in Manager’s absence


8+ years’ experience in supporting highly customer-focused mission critical environments (e.g. high profile websites or enterprise infrastructure) essential.

3+ years’ experience of engineering, architecting, or supporting AWS solutions.

Excellent O/S knowledge and experience in Linux or Windows with basic knowledge of the other. MCSE/RHCE or equivalent level of knowledge preferred.

Experience of implementing and supporting AWS based instances and services (e.g. EC2, S3, EBS, ELB, RDS, IAM, Route53, Cloudfront, Elasticache, WAF etc.).

Hold a number of current AWS Associate and Professional level Certifications

Hold at least one AWS Certified Speciality certification (e.g. Security or Networking )

Experience of building and maintaining scalable and auto-scaled environments using automation and configuration management tools (e.g. Cloudformation/Terraform and Ansible) beneficial or can be gained.

Scripting ability in one or more of Python, Powershell, Bash, Perl

Experience of using Git for version control useful

Experience of working with or supporting containerized environments (ECS/EKS/Kubernetes/Docker)

Experience of Jenkins or other CI/CD pipeline technology useful or can be gained.

Good knowledge of TCP/IP.

A degree in a computing-related discipline preferred or equivalent ability and knowledge.

Excellent written and verbal communication skills.

Experience working in an ITIL environment beneficial.

Desire to continually grow, develop and improve.

Must be self-motivated, a self-starter and possess a good working attitude

Client focused and results driven

Able to implement supportable solutions and make the complex simple.

Able to perform as a role model within the team."
Cloud Engineer,"Job Description

AWS Certified DevOps Engineer certification would be preferred
Good hands-on experience with major AWS services like EC2, VPC, ALB, Route53, S3, Cognit and general understanding of networking, firewalls, NAT, VPN, DNS.

(ref:hirist.com)"
Cloud Engineer,"We Believe in Better!

We are a global information technology company that builds high-performance, security-centric solutions that can help change the world. Enhancing people’s lives through secure, reliable advanced technology is our vision.

At Unisys, we believe in better! Here, you have the opportunity to learn new skills, apply your expertise, and solve complex problems with cutting edge technologies and solutions. You are part of a global diverse team that supports you, drives change, and delivers successful results consistently.

Our associates are at the forefront of everything we do, driving our clients’ successes while giving back to communities and making this world a safer and more secure place to live and work. Our success is a direct result of the work of our people who live and breathe our Core Beliefs. Simply put, we believe in better lives. Join us!

Unisys, Stealth™, CloudForte®, InteliServe™



Very good knowledge on AWS Cloud environment and its services.

At least expertise in any one topic like Networking or Security or SysAdmins

Good at python scripting and should have experience in automating any process in cloud using lambda or etc

Basics on SysAdmin activities to troubleshoot issues inside servers.

He/She should work Independently with min instructions from leads.

He/She should provide good suggestions to improve the Cloud posture.

He/She should be capable of doing POCs on use cases based on the discussions from leads.

Proactively take up issues in JIRA or ServiceNow and remediate problems. Exposure on client Communication to get requirements for engineering tasks or Remediating issues



Requires a Bachelor’s degree and a minimum of 8 years of related experience or equivalent work experience.

Strong in AWS cloud services, Terraform and automation."
Cloud Engineer,"Roles And Responsibilities

Good understanding of DevOps Concepts.
Knowledge of Version Control systems.
Good hands-on experience in developing and maintaining CI/CD Pipelines.


This job is provided by Shine.com"
Cloud Engineer,"NxtWave is revolutionizing the 21st-century job market by transforming youth into highly skilled tech professionals irrespective of their educational background with our CCBP 4.0 programs.

By offering vernacular content and interactive learning, NxtWave is breaking the entry barrier for learning tech skills. Learning in their mother tongue helps learners achieve higher comprehension, deeper attention, longer retention and greater outcomes.

NxtWave was founded by Rahul Attuluri (Ex Amazon, IIIT Hyderabad), Sashank Reddy (IIT Bombay) and Anupam Pedarla (IIT Kharagpur).

NxtWave now has paid subscribers from 450+ districts across India who have spent 500 million minutes on its learning platform so far. In the last 12 months, NxtWave learners have been hired by 800+ companies including Google, Amazon, Nvidia, Goldman Sachs, Oracle, IBM, Bank of America, Deloitte and more.

We're growing fast and we need your talent, skills, and passion.



As a DevOps Engineer at NxtWave, You will manage the cloud infrastructure for our customer facing applications and ensure they are highly scalable, available & completely secure. You build automated systems in place for the product developers to have the best CI/CD experience."
Cloud Engineer,"Hiring for a funded fintech startup based out of Bangalore!!!

Our Ideal Candidate

We are looking for a Senior DevOps engineer to join the engineering team and help us automate the build, release, packaging and infrastructure provisioning and support processes. The candidate is expected to own the full life-cycle of provisioning, configuration management, monitoring, maintenance and support for cloud as well as on-premise deployments.






Skills:- Big Data, Hadoop, Ansible and DevOps"
Cloud Engineer,"Devops Engineer
  Experience - Minimum 3 Yrs of Relevant exp into Devops.
Location - Indore (Work from office).
Notice Period - Immediate to 30 Days"
Cloud Engineer,"i. Be responsible for the planning, implementation, and growth of the AWS cloud infrastructure

ii. Build, release, and manage the configuration of all production systems

iii. Manage a continuous integration and deployment methodology for server-based technologies

iv. Work alongside architecture and engineering teams to design and implement any scalable software services

v. Ensure necessary system security by using best in class cloud security solutions

vi. Stay current with new technology options and vendor products, evaluating which ones would be a good fit for the company

vii. Implement continuous integration/continuous delivery (CI/CD) pipelines when necessary

viii. Recommend process and architecture improvements

ix. Troubleshoot the system and solve problems across all platform and application domains

x. Oversee pre-production acceptance testing to ensure the high quality of a company's services and products

,

This job is provided by Shine.com"
Cloud Engineer,"Greetings from IDESLABS,

This is Krishna we have Immediate Openings on ""Azure Cloud Engineer ""for Client is NTT DATA at the PAN INDIA Location





4+ Years

PAN INDIA

Immediate Joiners

: C2H

Please Share your Updated CV's to :



Praveena:

Arun



If you are interested, please Share below details and Updated Resume



First Name:



Date of Birth:



Pass Port No and Expiry Date:



Relevant Experience:



Expected CTC:

Current Location:

Preferred Location



Payroll Company:



Holding any offer:

Regards

IDESLABS - Consulting Services"
Cloud Engineer,"Exp: 1-4 years; DevOps Engineer Role & Responsibilities understanding the needs of stakeholders and conveying this to developers working on ways to automate and improve development and release processes ensuring that systems are safe and secure against cybersecurity threats identifying technical problems and developing software updates and fixes working with software developers and software engineers to ensure that development follows established processes and works as intended Required Skill & Qualification Minimum 1 4 years experience in DevOps Degree in Computer Science or related field Having a deep knowledge of Python and Bash Understanding of server-side CSS Knowledge of major cloud service providers, like AWS, Azure, etc. Good hands-on knowledge of Source Code Management (Version Control System) tools like Git and Subversion."
Cloud Engineer,"Profile: DevOps Engineer
Experience : 4 Years+
  Job Description: 
Ø Building and setting up new development tools and infrastructure"
Cloud Engineer,"We are an early stage B2B SaaS startup (still in stealth; strategic finance focused) with a three year runway and a passionate and empathic team (4 developers; 11 total) – all of whom are builders at heart.  As a DevOps Engineer  working with us, you will have the opportunity to work on groundbreaking products that will revolutionise the corporate finance function."
Cloud Engineer,"NTT is a leading global IT solutions and services organisation that brings together people, data and things to create a better and more sustainable future.

In today’s ‘iNTTerconnected’ world, connections matter more now than ever. By bringing together talented people, world-class technology partners and emerging innovators, we help our clients solve some of the world’s most significant technological, business and societal challenges.

With people at the heart of our success, NTT is committed to attracting and growing the best talent and providing an environment where everyone feels they can belong and their contribution matters.



We are the managed services division of NTT Ltd. with our headquarters based in Barcelona, Spain. NTT Ltd. is a global technology services company bringing together the expertise of leaders in the field, including NTT Communications, Dimension Data, and NTT Security. We partner with customers around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure. As a global ICT provider, we employ more than 40,000 people in a diverse and dynamic workplace and deliver services in over 200 countries and regions.

At NTT Managed Services, we provide expert, remotely managed services to our customers as a realistic alternative to in house IT support teams. We have been helping medium and large enterprise’s to proactively monitor and manage their IT estates for more than 18 years.

We believe in our people. They are not only diverse and inspiring, but also experts at what they do. It is a time to be obsessively curious, to reimagine, reinvent, reshape, and to make a real difference for our clients and society. You can contribute to our global capabilities and local insight to help our clients achieve their ambitions and ensure a more sustainable, better world that helps our communities thrive. The world needs fresh ideas, and the time is now for you to unleash your creativity and make a real impact.

It is never too late to learn new things. You will be encouraged to be curious, as that is what keeps you fast, flexible, and relevant. You need to own and to take charge of your career, to learn with and through others, to constantly be exposed to new challenges and experiences. No two days will be the same here, but that is what will keep you growing and realizing your full potential.

If you thrive in a culture that values personal development, trust, and integrity; where you are empowered to innovate and keep customers satisfied to drive excellence, please get in touch.


As a part of your total compensation, NTT Managed Services provides a comprehensive, competitive benefit package. The benefit plans address both the immediate and long-term needs that you may have. Here is a sample of what we have to offer for full-time permanent employees:


More information on our managed services can be found at www.global.ntt

Want to be a part of our team?

The Engineering function is responsible for all engineering activities within the firm to ensure that business objectives are met. Includes the creation, development, design, and improvement of products, equipment, facilities, services, standards, and procedures in all engineering fields.

The primary responsibility of this job is to ensure the growth of the organization’s technology portfolio through concept/idea formulation and prototype development in line with the business strategy, requirement, and specifications. These individuals participate in the evolution and development of new innovative architectures and methods to maintain, upgrade, replace and improve the long-term performance of the existing architectures. They will be required to interact with development teams, Project Managers and Business Analysts and create and/or translate business requirements into executable plans.




Virtualization Engineers play an important and significant role in the day to day operations and delivery of IT infrastructure for Secure-24's enterprise cloud environment. A Virtualization Engineer at Secure-24 is expected to implement to desired standards and support the following elements of an Enterprise caliber IT stack: Compute Hardware including converged and hyper-converged platforms, Hypervisors, and NFS, iSCSI, FC Storage. In addition, Virtualization Engineers are responsible for third party tools for DR and backup that tie into that infrastructure such as Veeam and SRM. They are expected to know from a high level how all components of an enterprise IT stack work together and affect each other, and have specialized knowledge and troubleshooting ability in at least 1 or more layers of the technology stack. Most importantly Virtualization Engineers must be self-starting, display the aptitude and ambition to learn new technologies, and display a very high level of ownership of projects and environments they are involved in.

Daily Roles and Responsibilities




Rebrick backup tools.

Internal Use

Relevant Certifications

Optional but relevant certifications are listed below.







Join our growing global team and accelerate your career with us. Apply today.


NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.


This job description indicates the general nature and level of work performed by employees within this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees for this role. The incumbent of this position is also expected to undertake other duties which may not be listed on this job description as directed by their manager which can be deemed as reasonably within the scope of their role."
Cloud Engineer,"General Requirements

The candidate will work with IT Architects and System Administrators to size, provision, manage and scale Synopsys infrastructure environment on public Cloud platforms. Candidate will need to drive automation for deployment process and platform orchestration; and maintain and support production environments in compliance with SLAs and Security Policies. This job will require to work closely and collaborate with Cloud infrastructure engineers, other IT functional teams and support developers.







At Synopsys, we’re at the heart of the innovations that change the way we work and play. Self-driving cars. Artificial Intelligence. The cloud. 5G. The Internet of Things. These breakthroughs are ushering in the Era of Smart Everything. And we’re powering it all with the world’s most advanced technologies for chip design and software security. If you share our passion for innovation, we want to meet you."
Database Engineer,Razorpay was founded by Shashank Kumar and Harshil Mathur in 2014. Razorpay is building a new-age digital banking hub (Neobank) for businesses in India with the mission is to enable frictionless banking and payments experiences for businesses of all shapes and sizes. What started as a B2B payments company is processing billions of dollars of payments for lakhs of businesses across India.
Database Engineer,"Job Requirement

Designing database tables and structures.
Creating views, functions and stored procedures.
Writing optimized SQL queries for integration with other applications.

Please let us know if you have a question, want to leave a comment, or would like further information about ATCS."
Database Engineer,"Company Description

Here at PetroBot Technologies, We are a Deep Technology Start-up company recognized by DPIIT, Government of India.It provides an end-to-end solution for robotic inspections in capital-intensive industries such as oil & gas, chemical, and energy.

PetroBot has developed Asia's First In-service Tank Bottom Inspection Robot called ITIS Rover and India's First Magnetic type Wall Climbing Inspection Robot called MagRover under the “Make In India” & “AtmaNirbhar Bharat” initiative.

, we have an opening for business development role who can take care of all the clients as well as could convey them about a product quite clearly.


The Report Integration Engineer will have an opportunity to contribute to the next generation of data analysis and customer-facing reporting software. This role works on a highly collaborative team to understand, and ship the algorithms that unlock insights and value from the huge volumes of data collected by PetroBot robots in industrial inspections. We are an engineering-led culture that keeps its engineers close to the hard problems our customers desperately need solved. You may occasionally even have the opportunity to travel with our inspection teams to learn first-hand what it takes to deliver disruptive solutions that are key to PetroBot's success!


Qualifications



Additional Information

Location of work: Jaipur + Site (As per requirement)

Joining: Within month."
Database Engineer,"Description

United's Digital Technology team designs, develops, and maintains massively scaling technology solutions brought to life with innovative architectures, data analytics, and digital solutions.

: At United Airlines, we believe that inclusion propels innovation and is the foundation of all that we do. Our Shared Purpose: ""Connecting people. Uniting the world."" drives us to be the best airline for our employees, customers, and everyone we serve, and we can only do that with a truly diverse and inclusive workforce. Our team spans the globe and is made up of diverse individuals all working together with cutting-edge technology to build the best airline in the history of aviation.

With multiple employee-run ""Business Resource Group"" communities and world-class benefits like health insurance, parental leave, and space available travel, United is truly a one-of-a-kind place to work that will make you feel welcome and accepted. Come join our team and help us make a positive impact on the world.



United Offshore SQL DBA Team supports critical after hours work to support timely releases and patching activities overnight along with 8pm-8am rotational on call to support for very critical DB operations monitoring and incident support. SQL DBA team in India works along with offshore development teams in code review and troubleshooting for performance issues essential for United’s 24x7 technology support structure. They are actively engaged in migration projects for SQL de-supported version remediation and supporting upgrades. Team also works on AWS setup and support across all areas of cloud migrations and production support.



United Airlines is an equal opportunity employer. United Airlines recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender identity, sexual orientation, physical ability, age, veteran status, and other protected status as required by applicable law.







Equal Opportunity Employer - Minorities/Women/Veterans/Disabled/LGBT"
Database Engineer,"Primary skills:Database Administration->SQL Database Administration(SQL DBA),Database Administration->SQL Server Database Administration(SQL DBA)
A day in the life of an Infoscion"
Database Engineer,"Primary skills:Database Administration->SQL Database Administration(SQL DBA),Database Administration->SQL Server Database Administration(SQL DBA)
A day in the life of an Infoscion"
Database Engineer,"The Customer and Partner Experience (CxP) team is a part of the Identity & Network Access (IDNA) engineering division within Microsoft's booming Security product group. We work with customers and partners from all over the world to drive service adoption and to shape the Microsoft Identity platform.

The Data & Insights team has an exciting opportunity for a Data Engineer to work in the most customer-connected engineering team at Microsoft. We are looking for a customer-obsessed individual, with a growth mindset, compassion for customer experience, and an experimental approach to join our team.

The Data & Insights team is a group of geo-distributed Data PMs, Data Engineers and Data Scientists building deep understanding of the business and customers, conducting opportunity analysis, defining product metrics, and generating key insights to drive business decisions. As a Data Engineer in the team, you will be responsible for managing the data real estate, architecting, and developing the next-gen data platform as well as conducting deep data analysis.

#IdentityJobs







These requirements include, but are not limited to the following specialized security screenings

Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.

Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Database Engineer,"Entrata’s Database Engineer is who we rely on to help build our modern data platform, taking ownership of projects and seeing them across the finish line, and advocating for the latest tools, technologies, and best practices. As part of our Development team based in Pune, India this role requires the ability to be the best and brightest. We’re looking for someone highly motivated, innovative, and disruptive; a fast worker and a fierce competitor.












https://www.naukri.com/job-listings-201222007183

Entrata has been setting the standard for property management technology for nearly 20 years and continues to lead innovation in an industry that provides housing to tens of thousands of apartment communities around the world. People who come to work at Entrata are forward-thinking, hard workers who come together to collaborate and have a good time.

But members of the Entrata team aren’t just intelligent and ambitious, they’re the living embodiment of another core Value: “Teamwork and Collaboration.” Entrata is dedicated to creating a workplace where a diverse and inclusive team thrives in an environment free from discrimination. We provide equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, protected veteran status, or any other applicable characteristics protected by law.

It’s a great place to work! Will you join us?"
Database Engineer,"About The Team

In the right hands, data can be pure magic.

And we need someone who knows to work magic with data because when 5% of Indian households shop with us, it’s important to build resilient systems to manage millions of orders every day. We’ve done this – with zero downtime! 😎

Sounds impossible? Well, that’s the kind of Engineering muscle that has helped Meesho become the e-commerce giant that it is today. We value speed over perfection and see failures as opportunities to become better. We’ve taken steps to inculcate a strong ‘Founder’s Mindset’ across our engineering teams, making us grow and move fast.

We place special emphasis on the continuous growth of each team member - and we do this with regular 1-1s and open communication. As Data Support Engineer - 1, you will be part of self-starters who thrive on teamwork and constructive feedback.

We know how to party as hard as we work! If we aren’t building unparalleled tech solutions, you can find us debating the plot points of our favourite books and games – or even gossipping over chai. So, if a day filled with building impactful solutions with a fun team sounds appealing to you, join us.


Does digging deep for data and turning it into useful, impactful insights sound interesting to you? Then you could be our next Data Support Engineer I.

In this role, you will oversee the operations of Meesho’s big data platform and solve issues — big and small — for our users. You will assist product analysts and business analysts in running their models at the petabytes scale on the platform. You will help with performance monitoring of the platform and build automation code to operate it at scale."
Database Engineer,"Become a Part of the NIKE, Inc. Team

NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.

NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.



Nike has embraced big data technologies to enable data-driven decisions. As Data Engineer, you will work with a variety of talented Nike teammates and be a driving force for building first-class solutions for Enterprise Data and Analytics. The ideal candidate will have programming experience, big data skills, comfortable with ambiguity and will enjoy working in a fast-paced dynamic environment.






You will be reporting to the Engineering manager, you will work with Product Manager, other Engineering Team Members and with a variety of talented Nike teammates. You will be part of team that will be a driving force in building Data and Analytic solutions for Nike Technology.




NIKE, Inc. is a growth company that looks for team members to grow with it. Nike offers a generous total rewards package, casual work environment, a diverse and inclusive culture, and an electric atmosphere for professional development. No matter the location, or the role, every Nike employee shares one galvanizing mission: To bring inspiration and innovation to every athlete* in the world.

NIKE, Inc. is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, color, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability.

]]>"
